Date,pm2.5,pm10,O3,NO2,SO2,co,Year,Month,Day,Quarter,DayOfWeek,WeekOfYear,IsWeekend,pm2.5_lag_1,pm2.5_lag_3,pm2.5_lag_7,pm2.5_lag_14,pm2.5_roll_mean_3,pm2.5_roll_mean_7,pm2.5_roll_mean_14,pm2.5_roll_std_7,pm2.5_roll_max_7,pm2.5_roll_min_7,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter
2015-01-11,142.0,0.5886901630579814,-0.9422399530966945,-0.4559343152983272,-0.33953281364368,-0.32726061000211365,2015,1,11,1,6,2,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-12,142.0,0.5886901630579814,-0.922265137953863,-0.3935129552873437,-0.33953281364368,-0.32726061000211365,2015,1,12,1,0,3,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-13,142.0,0.5886901630579814,-0.9022903228110316,-0.3310915952763602,-0.33953281364368,-0.32726061000211365,2015,1,13,1,1,3,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-14,142.0,0.5886901630579814,-0.8823155076682002,-0.2686702352653767,-0.33953281364368,-0.32726061000211365,2015,1,14,1,2,3,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-15,142.0,0.5886901630579814,-0.8623406925253687,-0.20624887525439323,-0.33953281364368,-0.32726061000211365,2015,1,15,1,3,3,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-16,142.0,0.5886901630579814,-0.8423658773825373,-0.14382751524340973,-0.33953281364368,-0.32726061000211365,2015,1,16,1,4,3,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-17,142.0,0.5886901630579814,-0.8219370891682779,-0.16328352355852152,-0.33953281364368,-0.34877334505181057,2015,1,17,1,5,3,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-18,142.0,0.5886901630579814,-0.8015083009540186,-0.1827395318736333,-0.33953281364368,-0.37028608010150754,2015,1,18,1,6,3,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-19,142.0,0.5886901630579814,-0.7810795127397591,-0.20219554018874483,-0.33953281364368,-0.39179881515120446,2015,1,19,1,0,4,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-20,142.0,0.5886901630579814,-0.7606507245254998,-0.2216515485038566,-0.33953281364368,-0.4133115502009014,2015,1,20,1,1,4,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-21,142.0,0.5886901630579814,-0.7402219363112403,-0.2411075568189684,-0.33953281364368,-0.4348242852505986,2015,1,21,1,2,4,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-22,142.0,0.5886901630579814,-0.7197931480969808,-0.2605635651340802,-0.33953281364368,-0.4563370203002955,2015,1,22,1,3,4,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-23,142.0,0.5886901630579814,-0.6993643598827215,-0.280019573449192,-0.33953281364368,-0.4778497553499924,2015,1,23,1,4,4,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-24,142.0,0.5886901630579814,-0.6789355716684621,-0.2994755817643035,-0.33953281364368,-0.4993624903996894,2015,1,24,1,5,4,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-25,142.0,0.5886901630579814,-0.6585067834542025,-0.3189315900794153,-0.33953281364368,-0.5208752254493864,2015,1,25,1,6,4,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-26,142.0,0.5886901630579814,-0.6380779952399432,-0.33838759839452703,-0.33953281364368,-0.5423879604990832,2015,1,26,1,0,5,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-27,142.0,0.5886901630579814,-0.6176492070256838,-0.35784360670963883,-0.33953281364368,-0.5639006955487802,2015,1,27,1,1,5,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-28,142.0,0.5886901630579814,-0.7674603205969195,-0.35784360670963883,-0.33953281364368,-0.4455806527754469,2015,1,28,1,2,5,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-29,142.0,0.5886901630579814,-0.7580971259987173,-0.35784360670963883,-0.33953281364368,-0.4603706581221136,2015,1,29,1,3,5,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-30,142.0,0.5886901630579814,-0.748733931400515,-0.35784360670963883,-0.33953281364368,-0.4751606634687802,2015,1,30,1,4,5,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-01-31,142.0,0.5886901630579814,-0.7393707368023128,-0.35784360670963883,-0.33953281364368,-0.4899506688154469,2015,1,31,1,5,5,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-01,142.0,0.5886901630579814,-0.7300075422041106,-0.35784360670963883,-0.33953281364368,-0.5047406741621135,2015,2,1,1,6,5,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-02,142.0,0.5886901630579814,-0.7206443476059083,-0.35784360670963883,-0.33953281364368,-0.5195306795087802,2015,2,2,1,0,6,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-03,142.0,0.5886901630579814,-0.7112811530077061,-0.35784360670963883,-0.33953281364368,-0.5343206848554469,2015,2,3,1,1,6,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-04,142.0,0.5886901630579814,-0.7019179584095039,-0.35784360670963883,-0.33953281364368,-0.5491106902021136,2015,2,4,1,2,6,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-05,142.0,0.5886901630579814,-0.6925547638113017,-0.35784360670963883,-0.33953281364368,-0.5639006955487802,2015,2,5,1,3,6,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-06,142.0,0.5886901630579814,-0.6831915692130994,-0.35784360670963883,-0.33953281364368,-0.5786907008954468,2015,2,6,1,4,6,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-07,142.0,0.5886901630579814,-0.6738283746148972,-0.35784360670963883,-0.33953281364368,-0.5934807062421135,2015,2,7,1,5,6,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-08,142.0,0.5886901630579814,-0.664465180016695,-0.35784360670963883,-0.33953281364368,-0.6082707115887802,2015,2,8,1,6,6,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-09,142.0,0.5886901630579814,-0.6551019854184927,-0.35784360670963883,-0.33953281364368,-0.6230607169354468,2015,2,9,1,0,7,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-10,142.0,0.5886901630579814,-0.6457387908202905,-0.35784360670963883,-0.33953281364368,-0.6378507222821135,2015,2,10,1,1,7,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-11,142.0,0.5886901630579814,-0.6363755962220883,-0.35784360670963883,-0.33953281364368,-0.6526407276287801,2015,2,11,1,2,7,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-12,142.0,0.5886901630579814,-0.627012401623886,-0.35784360670963883,-0.33953281364368,-0.6674307329754469,2015,2,12,1,3,7,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-13,142.0,0.5886901630579814,-0.6176492070256838,-0.35784360670963883,-0.33953281364368,-0.6822207383221135,2015,2,13,1,4,7,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-14,142.0,0.5886901630579814,-0.3929325366688303,-0.35784360670963883,-0.33953281364368,-0.4455806527754469,2015,2,14,1,5,7,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-15,142.0,0.5886901630579814,-0.1682158663119768,-0.35784360670963883,-0.33953281364368,-0.20894056722878035,2015,2,15,1,6,7,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-16,142.0,0.5886901630579814,-0.6925547638113017,-0.07248881808800003,-0.33953281364368,1.1517399246645523,2015,2,16,1,0,8,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-17,142.0,0.5886901630579814,-1.2168936613106265,0.21286597053363876,-0.33953281364368,2.3372833235419113,2015,2,17,1,1,8,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-18,142.0,0.5886901630579814,-0.3180269798832125,-0.5005210010204583,-0.33953281364368,-0.20894056722878035,2015,2,18,1,2,8,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-19,142.0,0.5886901630579814,-0.3929325366688303,-0.35784360670963883,-0.33953281364368,-0.09062052445544709,2015,2,19,1,3,8,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-20,142.0,0.5886901630579814,-0.8423658773825373,-0.33406404099116904,-0.33953281364368,-0.13006053871322493,2015,2,20,1,4,8,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-21,142.0,0.5886901630579814,-1.2917992180962443,-0.310284475272699,-0.33953281364368,-0.16950055297100253,2015,2,21,1,5,8,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-22,142.0,0.5886901630579814,-0.542743650240066,-0.28650490955422914,-0.33953281364368,-0.20894056722878035,2015,2,22,1,6,8,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-23,142.0,0.5886901630579814,-0.5052908718472571,-0.3043395838430816,-0.33953281364368,-0.268100588615447,2015,2,23,1,0,9,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-24,142.0,0.5886901630579814,-0.46783809345444816,-0.322174258131934,-0.33953281364368,-0.32726061000211365,2015,2,24,1,1,9,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-25,142.0,0.5886901630579814,-0.43038531506163924,-0.3400089324207864,-0.33953281364368,-0.3864206313887803,2015,2,25,1,2,9,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-26,142.0,0.5886901630579814,-0.3929325366688303,-0.35784360670963883,-0.33953281364368,-0.4455806527754469,2015,2,26,1,3,9,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-27,142.0,0.5886901630579814,-0.5177751313115266,-0.40540273814657873,-0.33953281364368,-0.4850206670332247,2015,2,27,1,4,9,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-02-28,142.0,0.5886901630579814,-0.642617725954223,-0.45296186958351836,-0.33953281364368,-0.5244606812910023,2015,2,28,1,5,9,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,0,0,1
2015-03-01,142.0,0.5324634789946626,-0.7674603205969195,-0.5005210010204583,-0.33953281364368,-0.5639006955487802,2015,3,1,1,6,9,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-02,142.0,-2.3913240922979115,-0.542743650240066,-0.7145370924866873,-0.33953281364368,-0.6822207383221135,2015,3,2,1,0,10,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-03,142.0,0.5886901630579814,-0.3929325366688303,-0.9285531839529164,-0.33953281364368,-1.0371808666421134,2015,3,3,1,1,10,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-04,142.0,-1.3792437791581742,-0.6925547638113017,-0.35784360670963883,-0.33953281364368,-0.4455806527754469,2015,3,4,1,2,10,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-05,142.0,-1.7166038835380866,-0.5855468255461332,-0.45296186958351836,-0.33953281364368,-0.583620702677669,2015,3,5,1,3,10,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-06,142.0,-1.829057251664724,-0.47853888728096494,-0.5480801324573982,-0.33953281364368,-0.7216607525798912,2015,3,6,1,4,10,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-07,142.0,-1.9415106197913616,-0.3715309490157967,-0.6431983953312777,-0.33953281364368,-0.8597008024821133,2015,3,7,1,5,10,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-08,142.0,-2.053963987917999,-0.26452301075062823,-0.7383166582051571,-0.33953281364368,-0.9977408523843355,2015,3,8,1,6,10,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-09,142.0,-2.1664173560446365,-0.15751507248545998,-0.8334349210790368,-0.33953281364368,-1.1357809022865577,2015,3,9,1,0,11,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-10,142.0,-2.278870724171274,-0.050507134220291766,-0.9285531839529164,-0.33953281364368,-1.2738209521887798,2015,3,10,1,1,11,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-11,142.0,-2.3913240922979115,0.05650080404487672,-0.785875789642097,-0.33953281364368,-0.8005407810954468,2015,3,11,1,2,11,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-12,142.0,-0.7045235703983495,-0.07832919816923543,-0.6003951770380317,-0.33953281364368,-0.7058847468767802,2015,3,12,1,3,11,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-13,142.0,-0.7270142440236773,-0.21315920038334746,-0.4149145644339666,-0.33953281364368,-0.6112287126581135,2015,3,13,1,4,11,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-14,142.0,-0.7495049176490043,-0.34798920259745947,-0.22943395182990134,-0.33953281364368,-0.5165726784394469,2015,3,14,1,5,11,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-15,142.0,-0.7719955912743321,-0.48281920481157165,-0.04395333922583626,-0.33953281364368,-0.42191664422078035,2015,3,15,1,6,11,1,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
2015-03-16,142.0,-0.7944862648996591,-0.6176492070256838,0.14152727337822907,-0.33953281364368,-0.32726061000211365,2015,3,16,1,0,12,0,-0.152568295349038,-0.15302690565147611,-0.15320026423509236,-0.15470846215076237,-0.15894448986421697,-0.16446860771568794,-0.16910245735497437,-1.590254021085436,-0.603648081644486,0.34663149600207604,0,0,1,0,0
